airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,195,297,407,433,484,611,763,793,804,876,951,964],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5950109494140519,1.0164226954324391,-1.6114336448464872]}","{""vectorType"":""dense"",""length"":3,""values"":[0.37962145428555216,0.5785854985875933,0.04179304712685461]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[125,216,297,514,667],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1988221379974453,0.48514900857197457,-0.6839711465694183]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36427834886191135,0.4850466833604848,0.15067496777760395]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,402,463,475,527,634,660,736,747,783,813],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2074637338115128,0.04141313874976493,-1.2488768725612742]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7156437538539506,0.22299110830563693,0.06136513784041244]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[202,233,330,413,661,691,874,882,958],""values"":[1,1,1,1,2,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2181869711446653,-1.3598900262391556,0.1417030550944935]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7058599988569019,0.0535887907572137,0.2405512103858844]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,43,286,330,372,661,695,708,808,861,876,999],""values"":[1,1,1,1,3,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.864007326280099,-0.586077659949833,-1.277929666330262]}","{""vectorType"":""dense"",""length"":3,""values"":[0.885359026486124,0.07639431299453629,0.03824666051933979]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[51,52,209,268,297,311,372,422,457,536,557,597,653,751],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3679902278299259,0.7276600818913226,-0.3596698540613924]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20002071036699545,0.5982873893732046,0.20169190025979994]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[115,297,346,660,682,712,726,779,783,805,944],""values"":[1,1,1,2,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.08020455936972268,0.010680890766661733,0.06952366860306519]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30706286838897845,0.33627791961603015,0.3566592119949913]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[0,86,560,571,603,679,781,801,998],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1235046125013473,-0.26434148070480296,-0.8591631317965412]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7208174725718011,0.17992495608521206,0.09925757134298681]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,156,172,276,300,330,372,389,413,417,439,477,661,936,975],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7071165319823707,-1.0134168547115063,-0.69369967727086]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8646901950192418,0.056930879978063426,0.07837892500269476]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[91,304,347,463,520,525,560,566,727,993],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0349467228985496,-0.2604842463433194,-0.7744624765552273]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6956373172620659,0.19045147912851823,0.11391120360941576]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,347,401,405,447,537,546,625,682,714,736,892,907,988],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2439935230153918,-0.6147349422255832,-0.6292585807898046]}","{""vectorType"":""dense"",""length"":3,""values"":[0.763653776778384,0.1190312483070511,0.117314974914565]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,157,278,297,407,413,417,460,477,560,635,699,782,813,831,873],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.690186913784294,-1.2106906943909206,-1.4794962193933678]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9655479812494075,0.019527391812269698,0.014924626938322739]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,160,166,184,507,560,616,656,661,764,770,909,911],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.999395590273804,-0.42473427173698736,-1.574661318536813]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8955782614034882,0.07930805896396804,0.025113679632543646]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[101,142,149,270,387,489,577,681,685,712,736,779,909],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5076061040333995,0.023581300464108834,-1.5311874044975045]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7845500323306756,0.17787579799083464,0.03757416967848999]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,75,252,413,426,536,561,681,750,768,806,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.4851485461671781,-1.2716468668290235,1.7567954129962056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09202132675297743,0.041909898582876685,0.8660687746641458]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[48,142,176,372,415,490,524,560,635,815,929,931,990],""values"":[1,1,1,1,2,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8783298380945352,-1.108713033202063,-0.7696168048924676]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8918754448017662,0.04498295389444655,0.06314160130378726]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,195,330,387,389,417,527,537,913],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2890873028031173,0.44880221388127994,-1.7378895166843946]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6756531275233076,0.2916034205835423,0.03274345189315003]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,113,196,290,738,909],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3011751335728779,0.448053334203297,-0.1468782006304175]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2335245717108278,0.493990245733828,0.2724851825553442]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,562,736],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5873333082634997,0.08270809743091084,-0.6700414056944097]}","{""vectorType"":""dense"",""length"":3,""values"":[0.52962413318035,0.3197509339869734,0.1506249328326767]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,330,815,914,948],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.04328514382080203,0.35541797983854456,-0.31213283601774056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3072998253974946,0.4578433177551677,0.23485685684733776]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,138,252,332,401,409,413,543,560,617,793,874],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.42797899530557,-1.7604391453689623,-0.667539849936604]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9430209832832461,0.014305876448926058,0.0426731402678278]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,25,37,71,75,79,122,123,161,273,276,279,560,603,758,762,783,860],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1988857748209383,-1.425375616416287,-0.7735101584046458]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9277734613307106,0.024742593626143727,0.047483945043145695]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[79,297,370,658,743,966,998],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.10701362007152856,-0.5682768587509783,0.6752904788225091]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2619864653174642,0.16517897857481034,0.5728345561077254]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,73,103,227,252,330,372,853,855,888,946],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8949244389801485,-0.8638655754808398,-1.031058863499306]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8952709002708471,0.05673188168267011,0.04799721804648271]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,541,682,958],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7626526236353538,-0.33185092812629463,1.0945035517616502]}","{""vectorType"":""dense"",""length"":3,""values"":[0.11180698321789856,0.17201397370389404,0.7161790430782075]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,81,203,208,285,372,508,736,755,762,823],""values"":[1,1,1,1,1,4,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8658859229272682,-0.18160488404144842,-1.6842810388858165]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8637233128210281,0.1114706882575456,0.024805998921426334]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,90,151,389,403,487,619,661,736,817,825,918],""values"":[2,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.4048039127483594,-1.116317558385748,-1.2884863543626077]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9483561007550152,0.028039341968637214,0.023604557276347773]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[295,381,409,426,433,521,560,594,634,661,708,803,895],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.442154805419045,-0.5113882753115067,-1.9307665301075345]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9391709086712567,0.04898207394312171,0.011847017385621416]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,194,475],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.08207164891656335,0.47754787398500176,-0.395476225068438]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2872770183301704,0.5027366597786944,0.2099863218911352]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[40,80,297,560,576,584,608,961,970],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2749324203266297,0.25387536747653366,-0.5288077878031603]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4120627890235174,0.40347667745413995,0.18446053352234265]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,77,81,216,367,448,648,652,736,823,960,973],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4888402477066591,-0.5667831484516845,-0.9220570992549699]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8211881365813148,0.1051227633996774,0.07368910001900758]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,372,453,687,947],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.0571170172568725,0.28985755495886717,0.7672594622980065]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09054115257552611,0.3482007022585061,0.5612581451659677]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[5,157,267,534,560,585,681,683,686,761,899],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4930557892689879,0.5952443225222472,-1.0883001117912319]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4322850768482913,0.4787956095615449,0.08891931359016393]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,208,286,330,332,403,454,635,750,939,962],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1482306308715335,-1.4323420110143743,0.2841113801428447]}","{""vectorType"":""dense"",""length"":3,""values"":[0.667934325013764,0.05058308394285183,0.2814825910433842]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,47,133,325,330,372,513,563,748,811,906,956],""values"":[1,2,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9478762393699287,-0.5568867454642308,-0.39098949390569415]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6737578506095802,0.14962135301792198,0.17662079637249792]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,208,215,330,355,376,487,564,811,925],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9449883690924867,-1.3619086367981643,-0.5830797322943189]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8957020193142425,0.03280925971857613,0.07148872096718123]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,367,796],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.04955425182093156,0.3850261912060495,-0.33547193938511655]}","{""vectorType"":""dense"",""length"":3,""values"":[0.303431250498033,0.46859343006121457,0.22797531944075236]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[149,267,276,330,387,446,466,807,955],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5334937006787938,0.882614245765964,-1.4161079464447548]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39060198355692594,0.5538033399838141,0.055594676459259834]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[208,245,372,515,538,597,683,736,764,866,901],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0563482311008086,1.0545074992493748,-2.1108557303501803]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49012828523710117,0.48922692033123005,0.020644794431668754]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,184,221,328,409,534,560,647,662,666,962],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.26425553528689,-0.4600111719058047,-0.8042443633810816]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7664720782577966,0.13666484789726396,0.09686307384493938]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,332,409,413,560],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2875079005149697,-0.3336201027912759,-0.9538877977236924]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7668796233002556,0.1515933854854831,0.08152699121426137]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,233,238,400,456,626,660,678,736,777,804,874,891,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.686722380006246,-0.8386214272325121,-1.848100952773729]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9613808636197755,0.028304670979855947,0.010314465400368424]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,65,276,539,540,660,708,712,713,736,811,958,959],""values"":[1,1,1,1,1,1,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.242910124861772,-1.8916319026299007,0.6487217777681333]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6267509443048045,0.027276000587966986,0.3459730551072287]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[394,422,560,594,719,914],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5020362534842273,0.4637054893820195,-0.9657417428662449]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4560313890587351,0.43888212923540904,0.10508648170585587]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,19,70,184,750,804,814,827,895],""values"":[1,1,2,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3430683429807091,0.45716660875550824,-0.1140982657747956]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2230465874894637,0.4965159530002518,0.28043745951028426]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[72,274,345,373,560,592,681,757,782,864,886],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9879669721412593,0.05585210109963196,-1.043819073240888]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6558145443688486,0.25820740857847413,0.08597804705267717]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[196,458,658,684,839],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.35456142270548,0.4012354774830494,-0.04667405477756803]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2227243204413879,0.47424860896269133,0.3030270705959209]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,189,222,233,330,372,430,434,487,538,763,777,792,814,920],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.0258505953438197,1.7356147415313956,-0.709764146187571]}","{""vectorType"":""dense"",""length"":3,""values"":[0.05496087628222435,0.869646605595491,0.07539251812228458]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[66,94,220,297,417,694,824],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.07834409619730623,0.17691563536848254,-0.09857153917117384]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30573816131441917,0.39464585188719703,0.29961598679838375]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,30,79,205,233,312,325,327,354,560,712,778,797,927,929,988],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.546674567943841,-0.6831855190439351,-1.8634890488999014]}","{""vectorType"":""dense"",""length"":3,""values"":[0.950826827303539,0.03761759389173346,0.011555578804727512]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,310,323,333,449,560,687,870,876,989],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.783033900780958,-0.7570466930810742,-0.02598720769988172]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6025339305815641,0.12916147764340583,0.2683045917750301]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[292,297,418,493,733],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33367865403127756,0.14311283286356657,-0.4767914868948423]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4403074478140456,0.36391029929804086,0.19578225288791365]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,79,87,112,133,229,276,330,332,340,429,540,611],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.2831642874752167,-1.359327496660081,-0.9238367908151315]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9375016129637126,0.024550364323767553,0.03794802271251981]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,146,152,252,389,560,722,763,827,976],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6151776629677188,-0.8671968081924741,-0.7479808547752416]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8491364120187804,0.0709407751411376,0.07992281284008206]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[40,44,150,206,262,263,330,331,354,434,595,862],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2060108823960492,0.45945402065598057,-0.665464903052026]}","{""vectorType"":""dense"",""length"":3,""values"":[0.36944158924682263,0.47600853542193455,0.1545498753312427]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,37,61,86,179,207,433,469,636,661,712,736,809,969,999],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.060573810659516,-1.3144744752780377,-1.746099335381474]}","{""vectorType"":""dense"",""length"":3,""values"":[0.979659768978361,0.012331501068623216,0.008008729953015704]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,560,661,755],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1844277471333655,-0.18780340811904234,-0.9966243390143215]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7318162131625837,0.18554515067018323,0.08263863616723315]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,340,486,531,778,874],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2611707686946007,-0.44698922525062984,0.18581845655603108]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4132288869147966,0.20353574714566885,0.38323536593953444]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,29,119,240,325,365,394,505,560,661,809],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2316672163243048,-0.3256629961235831,-0.9060042202007181]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7526567078245919,0.15858314217501196,0.08876015000039615]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[4,66,118,233,268,355,557,560],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8034512657717198,-1.1089550428937247,0.30550377712200744]}","{""vectorType"":""dense"",""length"":3,""values"":[0.569637845820635,0.08414945903432197,0.346212695145043]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,73,196,262,279,325,330,335,602,661,683,815,820,839],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9876486460619762,-0.31776705255940924,-1.6698815935025628]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8884833581617471,0.08859719682224237,0.022919445016010502]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,355,409,584,599,712,939],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0303069819627015,-0.5300138415410456,-0.5002931404216534]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7010290428621884,0.14726423545710018,0.15170672168071142]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,142,222,223,712,752,850,859],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7694028470727463,1.2452181509239308,-2.014620997996675]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3743754769593431,0.6024920960773998,0.023132426963257083]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[372,401,557,560,603,678,695,750,779,782,805,815,883],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7196300299622226,-1.2885139479425338,0.568883917980316]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5014281619400106,0.06731050878697438,0.43126132927301514]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,560,826,838,865,968],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3710699171241511,0.037797684256284325,-0.408867601380433]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4597680546740925,0.3294583362183184,0.21077360910758902]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,23,44,74,263,424,513,657,661,680,697,928,944,968],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6989167962923853,0.14533164184095854,-0.8442484381333402]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5591000425234153,0.32141826128872525,0.11948169618785952]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[63,423,429,560,633,892],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3987884350689097,-0.667111969913265,-0.7316764651556427]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8028992928891336,0.10173067576476234,0.09537003134610395]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[233,548,560],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5045613372317075,0.10664156364699784,-0.6112029008787043]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5001548769229939,0.3359619907241872,0.163883132352819]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[73,86,468,560,652,946],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33436262564160507,-0.24899588982526005,-0.0853667358163433]}","{""vectorType"":""dense"",""length"":3,""values"":[0.45141718281566334,0.2519003099485302,0.2966825072358065]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,121,152,191,323,330,424,527,588,660,801],""values"":[1,1,1,1,1,2,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5282535901669396,0.11684487440750119,-1.645098464574436]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7778090263053441,0.1896295269990311,0.032561446695624933]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,39,235,454,506,560,906],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.29461549078465,0.11186323458081279,-1.406478725365461]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7280318886797561,0.22309386321170036,0.04887424810854364]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[252,413,426,445,465,560,707,855,904,971],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5997556521976402,-0.4307513800202963,-1.1690042721773408]}","{""vectorType"":""dense"",""length"":3,""values"":[0.837514831842936,0.10993968981079229,0.05254547834627175]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,116,240,250,251,679,683,799,840],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3115786750712763,0.1900847036431152,0.12149397142816348]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23846689230248835,0.3938199649295883,0.36771314276792344]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,31,53,252,344,345,413,415,509,539,593,629,736,956,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.8447893233112604,-0.8043864661897919,-2.040402857121464]}","{""vectorType"":""dense"",""length"":3,""values"":[0.967520125917843,0.025167675104682114,0.00731219897747479]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[37,64,491,509,661,680,712,736,771,839,999],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.795892762276516,0.044078528424388586,-1.8399712907009012]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8334582758084961,0.14457080796746571,0.021970916224038108]}",0
